,Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
2021,10900_8#73,1998.0,Thailand,Asia,S,0.125,0.012,0.008,0.016,2,0.38,-,1,0.125,0.012,0.008,0.016,2.0,0.38,-3.0,-6.380821784,-6.965784285,-5.965784285,1.0,-1.395928676,0.0,0.0,0.0,0.0,1.0,0.0
2022,10900_8#74,1998.0,Thailand,Asia,S,0.064,0.25,0.006,0.016,32,0.38,3427,237,0.064,0.25,0.006,0.016,32.0,0.38,-3.965784285,-2.0,-7.380821784,-5.965784285,5.0,-1.395928676,0.0,0.0,0.0,0.0,1.0,0.0
2023,10900_8#75,1998.0,Thailand,Asia,R,0.125,0.125,0.006,0.016,32,24,10855,8,0.125,0.125,0.006,0.016,32.0,24.0,-3.0,-3.0,-7.380821784,-5.965784285,5.0,4.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2024,10900_8#76,1998.0,Thailand,Asia,S,0.094,0.064,0.004,0.016,24,0.5,-,1,0.094,0.064,0.004,0.016,24.0,0.5,-3.411195433,-3.965784285,-7.965784285,-5.965784285,4.584962501,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
2025,10900_8#77,1998.0,Thailand,Asia,S,0.125,0.008,0.008,0.016,256,1,-,1,0.125,0.008,0.008,0.016,256.0,1.0,-3.0,-6.965784285,-6.965784285,-5.965784285,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2026,10900_8#78,1998.0,Thailand,Asia,R,0.047,0.002,0.004,0.016,0.5,16,-,1,0.047,0.002,0.004,0.016,0.5,16.0,-4.411195433,-8.965784285,-7.965784285,-5.965784285,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
2027,10900_8#79,1998.0,Thailand,Asia,R,0.19,0.125,0.006,0.016,2,96,3032,208,0.19,0.125,0.006,0.016,2.0,96.0,-2.395928676,-3.0,-7.380821784,-5.965784285,1.0,6.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2028,10900_8#80,1998.0,Thailand,Asia,S,0.023,0.047,0.002,0.016,0.38,0.094,-,1,0.023,0.047,0.002,0.016,0.38,0.094,-5.442222329,-4.411195433,-8.965784285,-5.965784285,-1.395928676,-3.411195433,0.0,0.0,0.0,0.0,0.0,0.0
2029,10900_8#81,1998.0,Thailand,Asia,S,0.064,0.25,0.023,0.016,1,1.5,3033,209,0.064,0.25,0.023,0.016,1.0,1.5,-3.965784285,-2.0,-5.442222329,-5.965784285,0.0,0.584962501,0.0,0.0,0.0,0.0,0.0,1.0
2030,11792_4#11,2011.0,Vietnam,Asia,S,0.094,3,0.012,0.016,96,1,7139,385,0.094,3.0,0.012,0.016,96.0,1.0,-3.411195433,1.584962501,-6.380821784,-5.965784285,6.584962501,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2031,11792_4#12,2011.0,Vietnam,Asia,S,0.38,32,0.047,0.023,0.75,0.75,7724,406,0.38,32.0,0.047,0.023,0.75,0.75,-1.395928676,5.0,-4.411195433,-5.442222329,-0.415037499,-0.415037499,0.0,1.0,0.0,0.0,0.0,0.0
2032,11792_4#13,2011.0,Vietnam,Asia,S,0.25,32,0.064,0.047,256,2,7154,386,0.25,32.0,0.064,0.047,256.0,2.0,-2.0,5.0,-3.965784285,-4.411195433,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2033,11792_4#14,2011.0,Vietnam,Asia,R,0.25,32,0.125,0.064,96,32,7741,407,0.25,32.0,0.125,0.064,96.0,32.0,-2.0,5.0,-3.0,-3.965784285,6.584962501,5.0,0.0,1.0,0.0,0.0,1.0,1.0
2034,11792_4#15,2011.0,Vietnam,Asia,R,0.75,32,0.19,0.094,2,32,4676,311,0.75,32.0,0.19,0.094,2.0,32.0,-0.415037499,5.0,-2.395928676,-3.411195433,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0
2035,11792_4#2,2011.0,Pakistan,Asia,R,0.047,3,0.012,0.016,16,6,6078,353,0.047,3.0,0.012,0.016,16.0,6.0,-4.411195433,1.584962501,-6.380821784,-5.965784285,4.0,2.584962501,0.0,1.0,0.0,0.0,1.0,1.0
2036,11792_4#26,1989.0,Gambia,Africa,S,0.064,0.002,0.002,0.016,0.094,0.023,179,158,0.064,0.002,0.002,0.016,0.094,0.023,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-3.411195433,-5.442222329,0.0,0.0,0.0,0.0,0.0,0.0
2037,11792_4#27,1990.0,South_Africa,Africa,R,0.19,0.008,0.023,0.023,128,32,181,160,0.19,0.008,0.023,0.023,128.0,32.0,-2.395928676,-6.965784285,-5.442222329,-5.442222329,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
2038,11792_4#28,1991.0,South_Africa,Africa,S,0.064,0.002,0.002,0.016,0.125,0.016,182,161,0.064,0.002,0.002,0.016,0.125,0.016,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-3.0,-5.965784285,0.0,0.0,0.0,0.0,0.0,0.0
2039,11792_4#29,1991.0,South_Africa,Africa,S,0.032,0.002,0.002,0.016,0.5,0.125,183,162,0.032,0.002,0.002,0.016,0.5,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,11792_4#3,2011.0,Pakistan,Asia,S,0.38,0.75,0.023,0.023,1,1.5,6320,369,0.38,0.75,0.023,0.023,1.0,1.5,-1.395928676,-0.415037499,-5.442222329,-5.442222329,0.0,0.584962501,0.0,0.0,0.0,0.0,0.0,1.0
2041,11792_4#30,1992.0,Tanzania,Africa,S,0.064,0.002,0.002,0.016,0.5,0.016,184,163,0.064,0.002,0.002,0.016,0.5,0.016,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-1.0,-5.965784285,0.0,0.0,0.0,0.0,0.0,0.0
2042,11792_4#32,1998.0,CaboVerde,Africa,R,0.016,0.002,0.002,0.016,16,12,758,402,0.016,0.002,0.002,0.016,16.0,12.0,-5.965784285,-8.965784285,-8.965784285,-5.965784285,4.0,3.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2043,11792_4#33,1998.0,CaboVerde,Africa,R,0.016,0.002,0.002,0.016,24,8,-,1,0.016,0.002,0.002,0.016,24.0,8.0,-5.965784285,-8.965784285,-8.965784285,-5.965784285,4.584962501,3.0,0.0,0.0,0.0,0.0,1.0,1.0
2044,11792_4#34,1998.0,Gambia,Africa,R,0.032,0.002,0.004,0.016,24,4,3187,225,0.032,0.002,0.004,0.016,24.0,4.0,-4.965784285,-8.965784285,-7.965784285,-5.965784285,4.584962501,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2045,11792_4#35,1998.0,Gambia,Africa,R,0.047,0.002,0.006,0.016,8,3,3187,225,0.047,0.002,0.006,0.016,8.0,3.0,-4.411195433,-8.965784285,-7.380821784,-5.965784285,3.0,1.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2046,11792_4#36,1998.0,Gambia,Africa,S,0.023,0.003,0.002,0.016,0.75,0.094,3188,226,0.023,0.003,0.002,0.016,0.75,0.094,-5.442222329,-8.380821784,-8.965784285,-5.965784285,-0.415037499,-3.411195433,0.0,0.0,0.0,0.0,0.0,0.0
2047,11792_4#37,1998.0,Marocko,Africa,S,0.125,0.008,0.004,0.016,1.5,0.5,1247,17,0.125,0.008,0.004,0.016,1.5,0.5,-3.0,-6.965784285,-7.965784285,-5.965784285,0.584962501,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
2048,11792_4#38,1998.0,Marocko,Africa,S,0.25,0.016,0.016,0.016,2,2,-,1,0.25,0.016,0.016,0.016,2.0,2.0,-2.0,-5.965784285,-5.965784285,-5.965784285,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2049,11792_4#39,1998.0,Tanzania,Africa,S,0.032,0.003,0.003,0.016,24,0.094,-,1,0.032,0.003,0.003,0.016,24.0,0.094,-4.965784285,-8.380821784,-8.380821784,-5.965784285,4.584962501,-3.411195433,0.0,0.0,0.0,0.0,1.0,0.0
2050,11792_4#4,2011.0,Pakistan,Asia,S,0.38,0.75,0.023,0.023,0.75,1.5,6320,369,0.38,0.75,0.023,0.023,0.75,1.5,-1.395928676,-0.415037499,-5.442222329,-5.442222329,-0.415037499,0.584962501,0.0,0.0,0.0,0.0,0.0,1.0
2051,11792_4#40,1999.0,Uganda,Africa,S,0.032,0.002,0.003,0.016,24,0.125,-,1,0.032,0.002,0.003,0.016,24.0,0.125,-4.965784285,-8.965784285,-8.380821784,-5.965784285,4.584962501,-3.0,0.0,0.0,0.0,0.0,1.0,0.0
2052,11792_4#41,1999.0,Angola,Africa,S,0.094,0.003,0.002,0.016,0.125,0.25,41,285,0.094,0.003,0.002,0.016,0.125,0.25,-3.411195433,-8.380821784,-8.965784285,-5.965784285,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,11792_4#42,1999.0,Gambia,Africa,S,0.064,0.002,0.002,0.016,0.25,0.19,231,183,0.064,0.002,0.002,0.016,0.25,0.19,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-2.0,-2.395928676,0.0,0.0,0.0,0.0,0.0,0.0
2054,11792_4#44,1999.0,Guinea,Africa,R,0.023,0.002,0.002,0.016,32,32,-,1,0.023,0.002,0.002,0.016,32.0,32.0,-5.442222329,-8.965784285,-8.965784285,-5.965784285,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
2055,11792_4#45,1999.0,Marocko,Africa,S,0.032,0.002,0.002,0.016,0.5,0.125,-,1,0.032,0.002,0.002,0.016,0.5,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,11792_4#46,2007.0,GuineaBissau,Africa,R,0.047,0.003,0.002,0.016,12,6,3176,217,0.047,0.003,0.002,0.016,12.0,6.0,-4.411195433,-8.380821784,-8.965784285,-5.965784285,3.584962501,2.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2057,11792_4#47,2007.0,GuineaBissau,Africa,R,0.064,0.003,0.003,0.016,12,12,3176,217,0.064,0.003,0.003,0.016,12.0,12.0,-3.965784285,-8.380821784,-8.380821784,-5.965784285,3.584962501,3.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2058,11792_4#48,2007.0,GuineaBissau,Africa,R,0.047,0.002,0.003,0.016,8,2,3187,225,0.047,0.002,0.003,0.016,8.0,2.0,-4.411195433,-8.965784285,-8.380821784,-5.965784285,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2059,11792_4#49,2007.0,GuineaBissau,Africa,R,0.047,0.003,0.002,0.016,16,8,3176,217,0.047,0.003,0.002,0.016,16.0,8.0,-4.411195433,-8.380821784,-8.965784285,-5.965784285,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
2060,11792_4#5,2011.0,Pakistan,Asia,R,0.094,1,0.004,0.016,12,1,6079,354,0.094,1.0,0.004,0.016,12.0,1.0,-3.411195433,0.0,-7.965784285,-5.965784285,3.584962501,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2061,11792_4#50,2007.0,GuineaBissau,Africa,S,0.125,0.003,0.003,0.016,0.25,0.125,783,408,0.125,0.003,0.003,0.016,0.25,0.125,-3.0,-8.380821784,-8.380821784,-5.965784285,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,11792_4#51,2007.0,GuineaBissau,Africa,R,0.064,0.003,0.003,0.016,16,12,3176,217,0.064,0.003,0.003,0.016,16.0,12.0,-3.965784285,-8.380821784,-8.380821784,-5.965784285,4.0,3.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2063,11792_4#52,2007.0,GuineaBissau,Africa,R,0.064,0.004,0.003,0.016,12,16,3177,218,0.064,0.004,0.003,0.016,12.0,16.0,-3.965784285,-7.965784285,-8.380821784,-5.965784285,3.584962501,4.0,0.0,0.0,0.0,0.0,1.0,1.0
2064,11792_4#53,2007.0,GuineaBissau,Africa,R,0.047,0.002,0.002,0.016,8,4,3178,219,0.047,0.002,0.002,0.016,8.0,4.0,-4.411195433,-8.965784285,-8.965784285,-5.965784285,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2065,11792_4#54,2007.0,GuineaBissau,Africa,R,0.094,0.003,0.004,0.016,0.38,8,783,408,0.094,0.003,0.004,0.016,0.38,8.0,-3.411195433,-8.380821784,-7.965784285,-5.965784285,-1.395928676,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2066,11792_4#55,2007.0,GuineaBissau,Africa,R,0.064,0.003,0.002,0.016,24,12,3176,217,0.064,0.003,0.002,0.016,24.0,12.0,-3.965784285,-8.380821784,-8.965784285,-5.965784285,4.584962501,3.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2067,11792_4#56,2007.0,GuineaBissau,Africa,R,0.094,0.002,0.003,0.016,0.5,32,783,408,0.094,0.002,0.003,0.016,0.5,32.0,-3.411195433,-8.965784285,-8.380821784,-5.965784285,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
2068,11792_4#57,2007.0,GuineaBissau,Africa,S,0.047,0.002,0.002,0.016,0.5,0.125,783,408,0.047,0.002,0.002,0.016,0.5,0.125,-4.411195433,-8.965784285,-8.965784285,-5.965784285,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,11792_4#58,2007.0,GuineaBissau,Africa,R,0.064,0.002,0.002,0.016,24,12,3179,220,0.064,0.002,0.002,0.016,24.0,12.0,-3.965784285,-8.965784285,-8.965784285,-5.965784285,4.584962501,3.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2070,11792_4#59,2007.0,GuineaBissau,Africa,R,0.25,0.002,0.002,0.016,16,4,3377,235,0.25,0.002,0.002,0.016,16.0,4.0,-2.0,-8.965784285,-8.965784285,-5.965784285,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2071,11792_4#6,2011.0,Pakistan,Asia,S,0.38,2,0.032,0.047,1.5,1,6321,370,0.38,2.0,0.032,0.047,1.5,1.0,-1.395928676,1.0,-4.965784285,-4.411195433,0.584962501,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2072,11792_4#60,2007.0,GuineaBissau,Africa,R,0.032,0.002,0.002,0.016,8,8,3180,221,0.032,0.002,0.002,0.016,8.0,8.0,-4.965784285,-8.965784285,-8.965784285,-5.965784285,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
2073,11792_4#61,2007.0,GuineaBissau,Africa,S,0.032,2,0.002,0.016,16,0.047,5302,328,0.032,2.0,0.002,0.016,16.0,0.047,-4.965784285,1.0,-8.965784285,-5.965784285,4.0,-4.411195433,0.0,1.0,0.0,0.0,1.0,0.0
2074,11792_4#62,2007.0,GuineaBissau,Africa,R,0.125,0.006,0.003,0.016,64,6,3182,222,0.125,0.006,0.003,0.016,64.0,6.0,-3.0,-7.380821784,-8.380821784,-5.965784285,6.0,2.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2075,11792_4#63,2007.0,GuineaBissau,Africa,S,0.032,0.002,0.002,0.016,16,0.064,3188,226,0.032,0.002,0.002,0.016,16.0,0.064,-4.965784285,-8.965784285,-8.965784285,-5.965784285,4.0,-3.965784285,0.0,0.0,0.0,0.0,1.0,0.0
2076,11792_4#64,2007.0,GuineaBissau,Africa,R,0.094,0.003,0.002,0.016,24,4,3183,223,0.094,0.003,0.002,0.016,24.0,4.0,-3.411195433,-8.380821784,-8.965784285,-5.965784285,4.584962501,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2077,11792_4#69,2007.0,GuineaBissau,Africa,S,0.125,1.5,0.002,0.016,24,0.125,3186,224,0.125,1.5,0.002,0.016,24.0,0.125,-3.0,0.584962501,-8.965784285,-5.965784285,4.584962501,-3.0,0.0,1.0,0.0,0.0,1.0,0.0
2078,11792_4#70,2007.0,GuineaBissau,Africa,S,0.064,0.003,0.002,0.016,0.5,0.064,3176,217,0.064,0.003,0.002,0.016,0.5,0.064,-3.965784285,-8.380821784,-8.965784285,-5.965784285,-1.0,-3.965784285,0.0,0.0,0.0,0.0,0.0,0.0
2079,11792_4#71,2007.0,GuineaBissau,Africa,R,0.064,0.002,0.002,0.016,0.5,3,2187,176,0.064,0.002,0.002,0.016,0.5,3.0,-3.965784285,-8.965784285,-8.965784285,-5.965784285,-1.0,1.584962501,0.0,0.0,0.0,0.0,0.0,1.0
2080,11792_4#72,2007.0,GuineaBissau,Africa,S,0.064,0.002,0.003,0.016,12,0.094,3376,234,0.064,0.002,0.003,0.016,12.0,0.094,-3.965784285,-8.965784285,-8.380821784,-5.965784285,3.584962501,-3.411195433,0.0,0.0,0.0,0.0,1.0,0.0
2081,11792_4#73,2007.0,GuineaBissau,Africa,R,0.047,0.003,0.003,0.016,16,6,3182,222,0.047,0.003,0.003,0.016,16.0,6.0,-4.411195433,-8.380821784,-8.380821784,-5.965784285,4.0,2.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2082,12045_8#76,1998.0,Saudi_Arabia,Asia,S,0.064,0.008,0.023,0.016,2,1.5,-,1,0.064,0.008,0.023,0.016,2.0,1.5,-3.965784285,-6.965784285,-5.442222329,-5.965784285,1.0,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2083,12045_8#77,2012.0,Spain,Europe,S,0.75,32,2,4,4,0.75,1407,127,0.75,32.0,2.0,4.0,4.0,0.75,-0.415037499,5.0,1.0,2.0,2.0,-0.415037499,0.0,1.0,1.0,1.0,1.0,0.0
2084,12045_8#78,2002.0,UK,Europe,S,0.094,0.002,0.002,0.016,0.19,0.032,261,194,0.094,0.002,0.002,0.016,0.19,0.032,-3.411195433,-8.965784285,-8.965784285,-5.965784285,-2.395928676,-4.965784285,0.0,0.0,0.0,0.0,0.0,0.0
2085,12082_1#19,2009.0,Norway,Europe,S,0.19,12,0.006,0.016,1,1,292,203,0.19,12.0,0.006,0.016,1.0,1.0,-2.395928676,3.584962501,-7.380821784,-5.965784285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2086,12082_1#20,2010.0,Slovenia,Europe,S,0.5,32,0.125,0.125,2,3,1407,127,0.5,32.0,0.125,0.125,2.0,3.0,-1.0,5.0,-3.0,-3.0,1.0,1.584962501,0.0,1.0,0.0,0.0,1.0,1.0
2087,12082_1#21,2012.0,Poland,Europe,S,6,32,0.032,0.047,0.75,0.75,1407,127,6.0,32.0,0.032,0.047,0.75,0.75,2.584962501,5.0,-4.965784285,-4.411195433,-0.415037499,-0.415037499,1.0,1.0,0.0,0.0,0.0,0.0
2088,12082_1#22,1999.0,Japan,Asia,S,0.38,0.5,0.094,0.125,3,2,4062,278,0.38,0.5,0.094,0.125,3.0,2.0,-1.395928676,-1.0,-3.411195433,-3.0,1.584962501,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2089,12273_1#63,2012.0,Ivory_Coast,Africa,R,0.094,0.125,0.003,0.008,16,32,9902,450,0.094,0.125,0.003,0.008,16.0,32.0,-3.411195433,-3.0,-8.380821784,-6.965784285,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
2090,12273_1#64,2012.0,Ivory_Coast,Africa,R,0.047,0.125,0.004,0.008,12,32,8525,428,0.047,0.125,0.004,0.008,12.0,32.0,-4.411195433,-3.0,-7.965784285,-6.965784285,3.584962501,5.0,0.0,0.0,0.0,0.0,1.0,1.0
2091,8289_2#1,2009.0,USA,America,S,1,16,0.125,0.25,4,4,1407,127,1.0,16.0,0.125,0.25,4.0,4.0,0.0,4.0,-3.0,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2092,8289_2#2,2009.0,USA,America,S,1,16,0.03,0.015,4,1,6712,376,1.0,16.0,0.03,0.015,4.0,1.0,0.0,4.0,-5.058893689,-6.058893689,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2093,8289_2#3,2009.0,USA,America,S,1,16,0.125,0.25,4,4,1407,127,1.0,16.0,0.125,0.25,4.0,4.0,0.0,4.0,-3.0,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2094,8289_2#4,2009.0,USA,America,S,1,16,0.03,0.015,4,2,-,1,1.0,16.0,0.03,0.015,4.0,2.0,0.0,4.0,-5.058893689,-6.058893689,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2095,8289_2#5,2009.0,USA,America,S,1,16,0.06,0.5,4,4,-,1,1.0,16.0,0.06,0.5,4.0,4.0,0.0,4.0,-4.058893689,-1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2096,8289_2#6,2009.0,USA,America,S,1,8,0.03,0.015,1,2,2265,180,1.0,8.0,0.03,0.015,1.0,2.0,0.0,3.0,-5.058893689,-6.058893689,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2097,8289_2#7,2009.0,USA,America,S,0.5,16,0.06,0.25,2,2,4986,316,0.5,16.0,0.06,0.25,2.0,2.0,-1.0,4.0,-4.058893689,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2098,8289_2#8,2009.0,USA,America,S,0.25,1,0.008,0.015,16,0.5,-,1,0.25,1.0,0.008,0.015,16.0,0.5,-2.0,0.0,-6.965784285,-6.058893689,4.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
2099,8289_2#9,2009.0,USA,America,S,0.25,0.004,0.032,0.063,2,1,359,243,0.25,0.004,0.032,0.063,2.0,1.0,-2.0,-7.965784285,-4.965784285,-3.988504361,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2100,8289_2#10,2009.0,USA,America,S,0.5,0.015,0.015,0.015,0.5,0.25,-,1,0.5,0.015,0.015,0.015,0.5,0.25,-1.0,-6.058893689,-6.058893689,-6.058893689,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,8289_2#12,2009.0,USA,America,S,0.25,0.015,0.06,0.06,0.5,1,-,1,0.25,0.015,0.06,0.06,0.5,1.0,-2.0,-6.058893689,-4.058893689,-4.058893689,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,9716_3#43,2009.0,USA,America,S,0.25,0.004,0.032,0.063,,,-,1,0.25,0.004,0.032,0.063,,,-2.0,-7.965784285,-4.965784285,-3.988504361,,,0.0,0.0,0.0,0.0,,
2103,8289_2#14,2009.0,USA,America,S,0.5,0.015,0.06,0.06,,,-,1,0.5,0.015,0.06,0.06,,,-1.0,-6.058893689,-4.058893689,-4.058893689,,,0.0,0.0,0.0,0.0,,
2104,9716_3#44,2009.0,USA,America,S,0.25,0.004,0.032,0.063,,,-,1,0.25,0.004,0.032,0.063,,,-2.0,-7.965784285,-4.965784285,-3.988504361,,,0.0,0.0,0.0,0.0,,
2105,9716_3#45,2009.0,USA,America,S,0.25,0.015,0.06,0.06,,,-,1,0.25,0.015,0.06,0.06,,,-2.0,-6.058893689,-4.058893689,-4.058893689,,,0.0,0.0,0.0,0.0,,
2106,8289_2#17,2009.0,USA,America,S,1,32,0.06,0.25,4,4,1407,127,1.0,32.0,0.06,0.25,4.0,4.0,0.0,5.0,-4.058893689,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2107,8289_2#18,2009.0,USA,America,S,8,0.015,0.008,0.015,1,0.25,2992,206,8.0,0.015,0.008,0.015,1.0,0.25,3.0,-6.058893689,-6.965784285,-6.058893689,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0
2108,8289_2#19,2009.0,USA,America,S,1,32,0.06,0.25,4,4,1407,127,1.0,32.0,0.06,0.25,4.0,4.0,0.0,5.0,-4.058893689,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2109,8289_2#20,2009.0,USA,America,S,0.5,2,0.008,0.015,0.5,1,286,199,0.5,2.0,0.008,0.015,0.5,1.0,-1.0,1.0,-6.965784285,-6.058893689,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2110,8289_2#21,2009.0,USA,America,S,1,32,0.06,0.25,2,4,1407,127,1.0,32.0,0.06,0.25,2.0,4.0,0.0,5.0,-4.058893689,-2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2111,8289_2#22,2009.0,USA,America,S,0.5,16,0.06,0.06,4,4,225,179,0.5,16.0,0.06,0.06,4.0,4.0,-1.0,4.0,-4.058893689,-4.058893689,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2112,8289_2#23,2009.0,USA,America,S,0.5,16,0.03,0.25,2,2,1405,126,0.5,16.0,0.03,0.25,2.0,2.0,-1.0,4.0,-5.058893689,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2113,8289_2#24,2009.0,USA,America,R,0.5,4,0.06,0.06,16,16,1405,126,0.5,4.0,0.06,0.06,16.0,16.0,-1.0,2.0,-4.058893689,-4.058893689,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
2114,15335_5#75,2009.0,USA,America,S,0.5,16,0.06,0.25,2,2,1407,127,0.5,16.0,0.06,0.25,2.0,2.0,-1.0,4.0,-4.058893689,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2115,8289_2#26,2009.0,USA,America,S,0.5,16,0.06,0.06,4,8,-,1,0.5,16.0,0.06,0.06,4.0,8.0,-1.0,4.0,-4.058893689,-4.058893689,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
2116,8289_2#27,2009.0,USA,America,S,0.5,32,0.03,0.25,4,2,1407,127,0.5,32.0,0.03,0.25,4.0,2.0,-1.0,5.0,-5.058893689,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2117,8289_2#28,2009.0,USA,America,S,1,8,0.008,0.015,2,0.5,1407,127,1.0,8.0,0.008,0.015,2.0,0.5,0.0,3.0,-6.965784285,-6.058893689,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
2118,15335_5#76,2009.0,USA,America,S,0.5,32,0.06,0.25,4,2,1407,127,0.5,32.0,0.06,0.25,4.0,2.0,-1.0,5.0,-4.058893689,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2119,8289_2#30,2009.0,USA,America,S,1,8,0.008,0.015,2,0.5,1407,127,1.0,8.0,0.008,0.015,2.0,0.5,0.0,3.0,-6.965784285,-6.058893689,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
2120,8289_2#31,2009.0,USA,America,S,0.5,32,0.03,0.5,4,2,1407,127,0.5,32.0,0.03,0.5,4.0,2.0,-1.0,5.0,-5.058893689,-1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2121,8289_2#32,2009.0,USA,America,S,0.5,16,0.03,0.03,2,4,9164,438,0.5,16.0,0.03,0.03,2.0,4.0,-1.0,4.0,-5.058893689,-5.058893689,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2122,8289_2#33,2009.0,USA,America,S,0.25,16,0.06,0.25,4,4,2212,177,0.25,16.0,0.06,0.25,4.0,4.0,-2.0,4.0,-4.058893689,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
2123,8289_2#34,2009.0,USA,America,S,1,32,0.06,0.06,2,2,7155,387,1.0,32.0,0.06,0.06,2.0,2.0,0.0,5.0,-4.058893689,-4.058893689,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2124,8289_2#35,2009.0,USA,America,S,1,32,0.125,0.25,4,4,-,1,1.0,32.0,0.125,0.25,4.0,4.0,0.0,5.0,-3.0,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
