X	Y	Z
11.658511	8.496295	5.624745
7.8908253	-11.89184	0.037286907
-10.804756	8.216025	-2.7448678
-12.462501	8.845776	-4.4393883
-14.843133	0.1163142	-1.8910131
15.529882	-2.331144	-3.9588888
9.688991	-9.827073	1.6740799
-10.80478	8.216109	-2.7448072
9.688991	-9.827073	1.6740799
0.058103427	11.936728	-3.1539793
15.308144	3.5140662	-1.545524
-12.862916	7.3972187	-2.3703263
11.198901	8.692233	6.067036
1.1523954	-16.386728	3.975456
7.9179254	-11.872571	-0.12844226
15.482308	-7.44265	-6.656375
15.529882	-2.331144	-3.9588888
-0.7048214	12.08462	-2.4743528
15.440833	1.3972892	-2.0471358
15.057356	-6.751769	-5.821992
-12.203351	8.064373	-4.2698803
-0.20013545	-12.860512	4.195835
14.793435	1.6026824	-1.8476404
8.784735	-10.35464	0.056125827
14.963661	2.3454456	-2.5694952
11.198901	8.692233	6.067036
-12.992365	4.2123528	-1.2082082
14.793435	1.6026824	-1.8476404
2.8543098	12.588499	-4.160676
8.644197	-10.967474	-0.85209835
2.8306763	1.0011835	-12.234996
15.352576	1.8969754	-1.7083538
8.784736	-10.354643	0.05612663
-16.213581	-1.1735358	-3.4840949
-15.84792	-4.116414	-3.0995944
15.046448	-8.611982	-6.989504
14.688661	5.3563704	0.2295794
9.957424	6.817652	7.4147177
9.957421	6.8176546	7.414721
11.323346	8.9244585	5.6641173
-13.110755	5.4373565	-1.5668315
15.9111395	-2.1275601	-4.0972366
15.3019705	-6.662616	-5.9712353
-13.110755	5.4373565	-1.5668315
-0.27056485	-12.756997	4.1840925
7.0102506	1.8055888	8.526262
11.078931	8.795904	5.3971815
-16.134575	-1.3079909	-3.4301221
11.658511	8.496295	5.624745
11.658511	8.496295	5.624745
-12.699778	6.361445	-1.4126233
-11.645375	6.842703	-4.2448826
15.9111395	-2.1275601	-4.0972366
0.5314444	11.32114	-2.6990898
-3.3496532	-8.942178	-3.2385955
11.434067	8.463566	6.072455
15.19242	-5.3851933	-5.3098316
-14.419416	-3.7075067	-2.6415472
14.991871	-7.3513083	-6.816391
-16.63609	-3.5470905	-3.192579
14.991871	-7.3513083	-6.816391
-15.773614	-1.6095877	-2.5664334
-10.724238	7.699812	-1.8488374
15.308126	3.5140877	-1.5454922
-0.33730903	11.757045	-2.743395
0.53736496	11.051124	-3.3241737
15.556001	-7.5437574	-6.4717054
14.962193	2.3440692	-2.5722609
14.688662	5.3563676	0.22957736
10.657842	-12.644168	1.0475696
10.805349	8.023203	6.2630973
10.306685	4.4647665	6.327285
-13.947003	-0.15174976	1.0136349
14.636653	-7.303835	-6.4605165
-0.27055174	-12.757016	4.1840944
8.671783	-11.06685	0.4978837
-16.179281	-1.2099551	-3.478953
9.741482	6.5121818	7.66999
15.551434	-2.3292108	-3.9477522
-14.507659	-3.7528229	-2.4667134
-13.056631	2.9030657	-1.7676166
4.345053	-2.5495944	2.4780877
10.283932	-9.496221	0.15223059
-13.110755	5.4373565	-1.5668315
4.346203	-2.549779	2.4791427
-12.594408	5.8278112	-0.8502935
15.30811	3.5141165	-1.5454843
14.689707	5.356216	0.22824878
0.6592397	11.139556	-3.4027162
-14.207131	3.3371	-1.8283645
-12.801517	2.6535144	-1.8783991
-13.513655	2.6861746	-1.9701467
-11.444441	6.0565395	-3.7286742
-0.19982825	-12.860968	4.195885
-11.895105	-2.1417267	-1.6898364
9.957439	6.8176765	7.414692
14.849965	5.103425	-0.102412924
15.192401	-5.385475	-5.309852
-16.12696	-1.2894268	-3.4261072
15.443933	-7.7183757	-6.174706
7.470277	1.3751551	8.265149
14.93788	1.341509	-2.0953822
-15.836543	-4.119576	-3.1208384
10.55448	-10.048395	1.1539836
-11.489674	5.923882	-3.6965716
10.548718	-9.983168	1.1574299
-14.092127	-0.8816025	2.7221022
10.55448	-10.048395	1.1539836
10.55448	-10.048395	1.1539836
14.541396	1.8874292	-2.4206135
10.548718	-9.983168	1.1574299
10.805325	8.023188	6.2631207
-16.134575	-1.3079909	-3.4301221
-12.552039	6.7502723	-1.8434688
-13.450666	4.5494285	-1.8115531
15.684856	-2.0076032	-4.4488645
-11.978193	7.7495055	-2.222388
-12.228775	8.414698	-4.076337
0.0914606	11.3654375	-2.2672014
-13.450687	4.5494437	-1.8115273
15.071664	4.700379	-0.5901764
-14.144125	-0.87141186	2.7497914
8.784735	-10.354641	0.056126136
0.6964463	-14.121695	4.3269362
8.395705	-10.511126	-0.20838143
15.132391	-6.4062014	-5.8249464
-13.450717	4.5495133	-1.8115664
15.414568	-2.2421367	-4.3682275
15.429056	-7.7440395	-6.1800046
-13.989004	-0.12717982	0.9622416
-13.94696	-0.15164192	1.0137049
14.803368	2.08901	-1.9092002
-12.019445	8.015247	-2.9682972
-11.895601	-2.142653	-1.690381
2.85431	12.588499	-4.1606755
8.784735	-10.354642	0.056126464
8.784736	-10.354643	0.05612643
15.529882	-2.331144	-3.9588888
-11.70932	8.295458	-2.2398434
-14.109197	-0.31109875	1.3657026
-10.80478	8.216109	-2.7448072
-0.30403292	11.895716	-2.4712884
0.5314444	11.32114	-2.6990898
-13.947002	-0.15174876	1.0136355
15.639905	2.0207791	-2.40776
11.323114	8.92462	5.663491
8.706822	-10.928738	1.2492925
15.440833	1.3972892	-2.0471358
15.639905	2.0207791	-2.40776
14.67107	2.1663098	-2.1705437
-13.513407	2.6859396	-1.9706007
-13.925528	4.169494	-1.3567697
-11.72218	7.8957357	-2.752788
0.5314444	11.32114	-2.6990898
10.657848	-12.644159	1.047577
-12.304257	8.359045	-3.8206558
-13.983551	-0.36680815	1.4894948
-14.207131	3.3371139	-1.8284352
9.284581	-11.213099	0.28540146
-13.983404	2.9280343	-1.7762988
-13.92989	4.851147	-1.8469946
10.55448	-10.048395	1.1539836
15.639905	2.0207791	-2.40776
-13.941211	-0.39409214	1.5352082
-14.247896	3.8694353	-2.2600849
10.55448	-10.048395	1.1539836
-0.29096803	11.576871	-3.0076704
-10.561166	8.744236	-3.2984605
1.2689009	10.774551	-2.8493392
8.671785	-11.066853	0.49788448
0.5314444	11.32114	-2.6990898
15.163011	1.7348394	-2.8489473
-12.508948	7.7588334	-2.39347
15.420996	-2.2548053	-4.3655252
-13.3312235	1.5062591	-1.7963638
-13.132297	4.8809	-2.4001553
-12.2069645	8.651155	-4.338466
-14.504934	-3.750392	-2.4719245
-13.983551	-0.36680815	1.4894948
-12.477459	8.084976	-3.270492
4.3450336	-2.5495884	2.4781077
15.722323	-2.0108511	-4.4402156
15.047729	4.7463603	-0.5364841
-0.33730903	11.757045	-2.743395
15.182044	-0.013956795	-3.2454095
-14.116385	-0.8791674	2.744834
14.960882	-6.693488	-5.932198
-3.3089707	-14.615034	0.003856353
15.192419	-5.385194	-5.309833
15.5515585	-2.074159	-4.46906
10.657846	-12.644165	1.0475739
-13.450687	4.549479	-1.8115925
0.48671007	13.728438	-1.5161425
14.757055	1.8096615	-2.7548728
-13.3823595	4.5447235	-1.3378094
-15.7869835	-1.6177541	-2.672587
-15.772974	-1.5969353	-2.7058704
15.283409	-1.4261986	-3.8650253
15.182252	-0.013465087	-3.2451215
15.294482	0.8718087	-2.853358
15.071958	4.7027025	-0.5891403
-14.879837	-0.29631007	-1.4112773
10.826848	8.350163	5.5368147
1.6902962	10.58258	-2.5383186
0.5314444	11.32114	-2.6990898
0.9287505	10.210313	-13.006665
9.741481	6.512175	7.6699886
11.484619	8.283524	5.98029
14.953385	-7.9447737	-6.769921
-0.29096842	11.576871	-3.0076685
15.639905	2.0207791	-2.40776
8.671783	-11.06685	0.4978837
15.639905	2.0207791	-2.40776
14.651554	-7.4564247	-6.5568857
-16.195162	-1.2073351	-3.4852505
8.671777	-11.066842	0.49788156
14.850007	5.1034045	-0.10247357
3.5035846	-2.3508008	3.0510063
14.830511	-7.7160006	-6.145545
15.30811	3.5141163	-1.5454843
7.956679	-11.819453	0.14712109
-10.986267	7.00817	-1.9966277
1.1321366	13.709669	-1.8010385
-13.89132	-0.5218275	1.8002722
1.4042817	13.259957	-1.5474468
1.293838	13.293793	-1.4275833
9.823238	-11.190209	0.6593086
-10.561244	8.744512	-3.2983267
-13.056657	2.9030964	-1.767534
15.163833	1.7341558	-2.8486764
0.9940232	13.622618	-1.6396675
15.283029	-1.4263	-3.8653436
-13.513688	2.686153	-1.9700234
15.308142	3.5140665	-1.5455222
9.329241	-10.609459	1.8275461
0.058103427	11.936728	-3.1539793
-3.5897238	-9.11424	-2.7353086
-12.220593	9.08385	-4.545131
-12.365519	8.756358	-4.441099
1.1321361	13.709667	-1.8010422
14.71167	5.2951593	0.16888823
14.991871	-7.3513083	-6.816391
1.1321361	13.709667	-1.8010422
-14.507659	-3.7528229	-2.4667134
1.6151304	13.345605	-1.8472539
8.67179	-11.066857	0.49788606
14.710958	5.297096	0.17101572
10.306586	4.464572	6.3272524
0.87041366	11.622797	-3.0388567
14.695488	1.5150235	-2.4011075
14.695488	1.5150235	-2.4011075
-13.450502	4.549345	-1.8116304
15.047703	4.746248	-0.53651464
0.0914606	11.3654375	-2.2672014
-13.983551	-0.36680815	1.4894948
9.45606	-10.382797	-0.112745725
9.689039	-9.827141	1.6741284
10.909316	8.237367	5.4964037
-13.963833	-0.37386167	1.4917132
-16.143291	-1.2684824	-3.4180484
15.007763	2.1742618	-2.7984347
9.741484	6.512183	7.669989
15.128598	-6.266706	-5.751872
0.6592397	11.139556	-3.4027162
15.006464	-8.531862	-6.95556
15.190833	1.945826	-1.712061
10.176661	-9.976421	0.22386904
1.5514761	13.349646	-1.7832134
15.774368	-9.220314	-7.2872567
10.657849	-12.644147	1.047576
1.5514761	13.349646	-1.7832134
-12.983722	2.083927	-1.4851122
0.7723487	11.598963	-2.883515
15.192412	-5.3852215	-5.30984
11.716402	8.806413	4.9694166
11.304542	8.050268	5.6451626
9.329241	-10.609459	1.8275461
-13.94696	-0.15164192	1.0137049
1.5514761	13.349646	-1.7832134
15.774368	-9.220314	-7.2872567
10.657842	-12.64415	1.0475763
14.9812765	-6.634449	-6.0485992
15.639905	2.0207791	-2.40776
9.957427	6.8177433	7.4147463
-13.988936	-0.12703961	0.96235263
9.689053	-9.827161	1.6741418
11.058724	8.679414	5.3133855
15.774367	-9.220314	-7.2872567
0.9646385	11.637615	-3.1115863
-13.633063	6.6932054	-1.2550436
